ITEM_VNUM~RANGE	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	GOLD	SHOP_BUY_PRICE	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
17568	A¡í¢¯A¡¾I¡ÆEAI+8	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	500000	500000	17569	324	10	LEVEL	100	LIMIT_NONE	0	APPLY_CON	13	APPLY_HP_REGEN	22	APPLY_SKILL_DAMAGE_BONUS	5	0	0	0	0	0	0	0	0	0
17569	A¡í¢¯A¡¾I¡ÆEAI+9	ITEM_ARMOR	ARMOR_EAR	1	NONE	NONE	WEAR_EAR	NONE	800000	800000	0	0	10	LEVEL	100	LIMIT_NONE	0	APPLY_CON	14	APPLY_HP_REGEN	28	APPLY_SKILL_DAMAGE_BONUS	5	0	0	0	0	0	0	0	0	0
18000	E©÷¡¤u¨¬©ö¢¥e+0	ITEM_BELT	0	1	NONE	NONE	WEAR_EAR	NONE	3000	3000	18001	280	10	LEVEL	50	LIMIT_NONE	0	APPLY_MAX_HP	50	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
18001	E©÷¡¤u¨¬©ö¢¥e+1	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	4800	4800	18002	281	10	LEVEL	50	LIMIT_NONE	0	APPLY_MAX_HP	50	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18002	E©÷¡¤u¨¬©ö¢¥e+2	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	8000	8000	18003	282	10	LEVEL	50	LIMIT_NONE	0	APPLY_MAX_HP	60	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18003	E©÷¡¤u¨¬©ö¢¥e+3	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	16000	16000	18004	283	10	LEVEL	50	LIMIT_NONE	0	APPLY_MAX_HP	70	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18004	E©÷¡¤u¨¬©ö¢¥e+4	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	32000	32000	18005	284	10	LEVEL	50	LIMIT_NONE	0	APPLY_MAX_HP	80	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18005	E©÷¡¤u¨¬©ö¢¥e+5	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	64000	64000	18006	285	10	LEVEL	50	LIMIT_NONE	0	APPLY_MAX_HP	90	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18006	E©÷¡¤u¨¬©ö¢¥e+6	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	120000	120000	18007	286	10	LEVEL	50	LIMIT_NONE	0	APPLY_MAX_HP	100	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18007	E©÷¡¤u¨¬©ö¢¥e+7	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	250000	250000	18008	287	10	LEVEL	50	LIMIT_NONE	0	APPLY_MAX_HP	200	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18008	E©÷¡¤u¨¬©ö¢¥e+8	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	500000	500000	18009	288	10	LEVEL	50	LIMIT_NONE	0	APPLY_MAX_HP	300	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18009	E©÷¡¤u¨¬©ö¢¥e+9	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	800000	800000	0	0	10	LEVEL	50	LIMIT_NONE	0	APPLY_MAX_HP	500	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18010	A¨¬¡Æ¡Ë¨¬©ö¢¥e+0	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	3000	3000	18011	289	10	LEVEL	70	LIMIT_NONE	0	APPLY_MAX_SP	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
18011	A¨¬¡Æ¡Ë¨¬©ö¢¥e+1	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	4800	4800	18012	290	10	LEVEL	70	LIMIT_NONE	0	APPLY_MAX_SP	10	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18012	A¨¬¡Æ¡Ë¨¬©ö¢¥e+2	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	8000	8000	18013	291	10	LEVEL	70	LIMIT_NONE	0	APPLY_MAX_SP	20	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18013	A¨¬¡Æ¡Ë¨¬©ö¢¥e+3	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	16000	16000	18014	292	10	LEVEL	70	LIMIT_NONE	0	APPLY_MAX_SP	30	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18014	A¨¬¡Æ¡Ë¨¬©ö¢¥e+4	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	32000	32000	18015	293	10	LEVEL	70	LIMIT_NONE	0	APPLY_MAX_SP	40	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18015	A¨¬¡Æ¡Ë¨¬©ö¢¥e+5	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	64000	64000	18016	294	10	LEVEL	70	LIMIT_NONE	0	APPLY_MAX_SP	50	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18016	A¨¬¡Æ¡Ë¨¬©ö¢¥e+6	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	120000	120000	18017	295	10	LEVEL	70	LIMIT_NONE	0	APPLY_MAX_SP	60	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18017	A¨¬¡Æ¡Ë¨¬©ö¢¥e+7	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	250000	250000	18018	296	10	LEVEL	70	LIMIT_NONE	0	APPLY_MAX_SP	80	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18018	A¨¬¡Æ¡Ë¨¬©ö¢¥e+8	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	500000	500000	18019	297	10	LEVEL	70	LIMIT_NONE	0	APPLY_MAX_SP	100	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18019	A¨¬¡Æ¡Ë¨¬©ö¢¥e+9	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	800000	800000	0	0	10	LEVEL	70	LIMIT_NONE	0	APPLY_MAX_SP	200	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18020	¢¯A¨ù¨¬¨¬©ö¢¥e+0	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	3000	3000	18021	316	10	LEVEL	85	LIMIT_NONE	0	APPLY_GOLD_DOUBLE_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
18021	¢¯A¨ù¨¬¨¬©ö¢¥e+1	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	4800	4800	18022	317	10	LEVEL	85	LIMIT_NONE	0	APPLY_GOLD_DOUBLE_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18022	¢¯A¨ù¨¬¨¬©ö¢¥e+2	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	8000	8000	18023	318	10	LEVEL	85	LIMIT_NONE	0	APPLY_GOLD_DOUBLE_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18023	¢¯A¨ù¨¬¨¬©ö¢¥e+3	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	16000	16000	18024	319	10	LEVEL	85	LIMIT_NONE	0	APPLY_GOLD_DOUBLE_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18024	¢¯A¨ù¨¬¨¬©ö¢¥e+4	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	32000	32000	18025	320	10	LEVEL	85	LIMIT_NONE	0	APPLY_GOLD_DOUBLE_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18025	¢¯A¨ù¨¬¨¬©ö¢¥e+5	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	64000	64000	18026	321	10	LEVEL	85	LIMIT_NONE	0	APPLY_GOLD_DOUBLE_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18026	¢¯A¨ù¨¬¨¬©ö¢¥e+6	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	120000	120000	18027	322	10	LEVEL	85	LIMIT_NONE	0	APPLY_GOLD_DOUBLE_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18027	¢¯A¨ù¨¬¨¬©ö¢¥e+7	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	250000	250000	18028	323	10	LEVEL	85	LIMIT_NONE	0	APPLY_GOLD_DOUBLE_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18028	¢¯A¨ù¨¬¨¬©ö¢¥e+8	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	500000	500000	18029	324	10	LEVEL	85	LIMIT_NONE	0	APPLY_GOLD_DOUBLE_BONUS	4	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18029	¢¯A¨ù¨¬¨¬©ö¢¥e+9	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	800000	800000	0	0	10	LEVEL	85	LIMIT_NONE	0	APPLY_GOLD_DOUBLE_BONUS	5	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0
18030	AuE©÷¨¬©ö¢¥e+0	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	3000	3000	18031	316	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
18031	AuE©÷¨¬©ö¢¥e+1	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	4800	4800	18032	317	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18032	AuE©÷¨¬©ö¢¥e+2	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	8000	8000	18033	318	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18033	AuE©÷¨¬©ö¢¥e+3	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	16000	16000	18034	319	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18034	AuE©÷¨¬©ö¢¥e+4	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	32000	32000	18035	320	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18035	AuE©÷¨¬©ö¢¥e+5	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	64000	64000	18036	321	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18036	AuE©÷¨¬©ö¢¥e+6	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	120000	120000	18037	322	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18037	AuE©÷¨¬©ö¢¥e+7	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	250000	250000	18038	323	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18038	AuE©÷¨¬©ö¢¥e+8	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	500000	500000	18039	324	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	4	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18039	AuE©÷¨¬©ö¢¥e+9	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	800000	800000	0	0	10	LEVEL	97	LIMIT_NONE	0	APPLY_EXP_DOUBLE_BONUS	5	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0
18040	AoE©÷¨¬©ö¢¥e+0	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	3000	3000	18041	601	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
18041	AoE©÷¨¬©ö¢¥e+1	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	4800	4800	18042	602	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	1	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18042	AoE©÷¨¬©ö¢¥e+2	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	8000	8000	18043	603	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	1	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18043	AoE©÷¨¬©ö¢¥e+3	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	16000	16000	18044	604	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	2	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18044	AoE©÷¨¬©ö¢¥e+4	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	32000	32000	18045	605	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	2	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18045	AoE©÷¨¬©ö¢¥e+5	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	64000	64000	18046	606	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	2	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18046	AoE©÷¨¬©ö¢¥e+6	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	120000	120000	18047	607	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	3	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18047	AoE©÷¨¬©ö¢¥e+7	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	250000	250000	18048	608	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	3	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0
18048	AoE©÷¨¬©ö¢¥e+8	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	500000	500000	18049	609	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	4	APPLY_NONE	0	APPLY_NONE	0	6	0	0	0	0	0	0	0	0
18049	AoE©÷¨¬©ö¢¥e+9	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	800000	800000	0	0	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_WARRIOR	5	APPLY_NONE	0	APPLY_NONE	0	7	0	0	0	0	0	0	0	0
18050	E¡ì¡¤u¨¬©ö¢¥e+0	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	3000	3000	18051	601	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
18051	E¡ì¡¤u¨¬©ö¢¥e+1	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	4800	4800	18052	602	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	1	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18052	E¡ì¡¤u¨¬©ö¢¥e+2	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	8000	8000	18053	603	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	1	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18053	E¡ì¡¤u¨¬©ö¢¥e+3	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	16000	16000	18054	604	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	2	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18054	E¡ì¡¤u¨¬©ö¢¥e+4	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	32000	32000	18055	605	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	2	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18055	E¡ì¡¤u¨¬©ö¢¥e+5	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	64000	64000	18056	606	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	2	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18056	E¡ì¡¤u¨¬©ö¢¥e+6	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	120000	120000	18057	607	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	3	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18057	E¡ì¡¤u¨¬©ö¢¥e+7	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	250000	250000	18058	608	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	3	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0
18058	E¡ì¡¤u¨¬©ö¢¥e+8	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	500000	500000	18059	609	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	4	APPLY_NONE	0	APPLY_NONE	0	6	0	0	0	0	0	0	0	0
18059	E¡ì¡¤u¨¬©ö¢¥e+9	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	800000	800000	0	0	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_ASSASSIN	5	APPLY_NONE	0	APPLY_NONE	0	7	0	0	0	0	0	0	0	0
18060	A¡í¡Æ¡Ë¨¬©ö¢¥e+0	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	3000	3000	18061	601	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
18061	A¡í¡Æ¡Ë¨¬©ö¢¥e+1	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	4800	4800	18062	602	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	1	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18062	A¡í¡Æ¡Ë¨¬©ö¢¥e+2	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	8000	8000	18063	603	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	1	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18063	A¡í¡Æ¡Ë¨¬©ö¢¥e+3	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	16000	16000	18064	604	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	2	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18064	A¡í¡Æ¡Ë¨¬©ö¢¥e+4	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	32000	32000	18065	605	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	2	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18065	A¡í¡Æ¡Ë¨¬©ö¢¥e+5	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	64000	64000	18066	606	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	2	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18066	A¡í¡Æ¡Ë¨¬©ö¢¥e+6	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	120000	120000	18067	607	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	3	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18067	A¡í¡Æ¡Ë¨¬©ö¢¥e+7	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	250000	250000	18068	608	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	3	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0
18068	A¡í¡Æ¡Ë¨¬©ö¢¥e+8	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	500000	500000	18069	609	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	4	APPLY_NONE	0	APPLY_NONE	0	6	0	0	0	0	0	0	0	0
18069	A¡í¡Æ¡Ë¨¬©ö¢¥e+9	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	800000	800000	0	0	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SURA	5	APPLY_NONE	0	APPLY_NONE	0	7	0	0	0	0	0	0	0	0
18070	A¡Í¨ù¨¬¨¬©ö¢¥e+0	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	3000	3000	18071	601	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
18071	A¡Í¨ù¨¬¨¬©ö¢¥e+1	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	4800	4800	18072	602	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	1	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18072	A¡Í¨ù¨¬¨¬©ö¢¥e+2	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	8000	8000	18073	603	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	1	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18073	A¡Í¨ù¨¬¨¬©ö¢¥e+3	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	16000	16000	18074	604	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	2	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18074	A¡Í¨ù¨¬¨¬©ö¢¥e+4	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	32000	32000	18075	605	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	2	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18075	A¡Í¨ù¨¬¨¬©ö¢¥e+5	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	64000	64000	18076	606	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	2	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18076	A¡Í¨ù¨¬¨¬©ö¢¥e+6	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	120000	120000	18077	607	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	3	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18077	A¡Í¨ù¨¬¨¬©ö¢¥e+7	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	250000	250000	18078	608	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	3	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0
18078	A¡Í¨ù¨¬¨¬©ö¢¥e+8	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	500000	500000	18079	609	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	4	APPLY_NONE	0	APPLY_NONE	0	6	0	0	0	0	0	0	0	0
18079	A¡Í¨ù¨¬¨¬©ö¢¥e+9	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	800000	800000	0	0	10	LEVEL	103	LIMIT_NONE	0	APPLY_RESIST_SHAMAN	5	APPLY_NONE	0	APPLY_NONE	0	7	0	0	0	0	0	0	0	0
18080	¢¯AE©÷¨¬©ö¢¥e+0	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	3000	3000	18081	601	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
18081	¢¯AE©÷¨¬©ö¢¥e+1	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	4800	4800	18082	602	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	1	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18082	¢¯AE©÷¨¬©ö¢¥e+2	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	8000	8000	18083	603	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	1	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
18083	¢¯AE©÷¨¬©ö¢¥e+3	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	16000	16000	18084	604	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	2	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18084	¢¯AE©÷¨¬©ö¢¥e+4	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	32000	32000	18085	605	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	2	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
18085	¢¯AE©÷¨¬©ö¢¥e+5	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	64000	64000	18086	606	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	2	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18086	¢¯AE©÷¨¬©ö¢¥e+6	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	120000	120000	18087	607	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	3	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
18087	¢¯AE©÷¨¬©ö¢¥e+7	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	250000	250000	18088	608	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	3	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
18088	¢¯AE©÷¨¬©ö¢¥e+8	ITEM_BELT	0	1	NONE	NONE	NONE	NONE	500000	500000	18089	609	10	LEVEL	100	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	4	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0
